VendorName,VendorNumber,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesDollars,TotalSalesPrice,TotalSalesQuantity,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
ULTRA BEVERAGE COMPANY LLP,9165,15350,Kitaya Ai No Hime Sprkl Sake,7.38,10.99,180.0,288,2125.44,2989.28,2022.16,272.0,7.59,68054.7,863.8400000000001,28.9,0.9444,1.406,7.38,Medium,118.08
MARTIGNETTI COMPANIES,4425,25604,Ramey Annum Cab Svgn Napa,62.49,94.99,750.0,34,2124.66,2374.75,1804.81,25.0,2.75,144929.24,250.09000000000015,10.53,0.7353,1.118,62.489999999999995,Small,562.41
KOBRAND CORPORATION,4692,22065,Dom Zind Humbrecht Rsl 12,14.96,21.99,750.0,142,2124.32,2616.81,1759.1999999999998,119.0,13.19,9139.38,492.4899999999998,18.82,0.838,1.232,14.96,Medium,344.08000000000004
JIM BEAM BRANDS COMPANY,12546,547,DeKuyper Buttershots,10.31,12.99,1000.0,206,2123.86,2753.88,2299.23,212.0,222.6,123880.97,630.02,22.88,1.0291,1.297,10.31,Medium,-61.86
PERFECTA WINES,10754,21459,Chateau Montrose St Estephe,100.65,152.99,750.0,21,2113.65,3977.7400000000002,1835.88,26.0,2.91,28720.52,1864.0900000000001,46.86,1.2381,1.882,100.65,Small,-503.25
MARTIGNETTI COMPANIES,4425,41864,Elvio Tintero Moscato D'Asti,7.33,15.99,750.0,288,2111.04,3626.7,1934.24,330.0,36.65,144929.24,1515.6599999999999,41.79,1.1458,1.718,7.33,Medium,-307.86
M S WALKER INC,9552,38412,Excelsior S Afr Chard,5.88,10.99,750.0,359,2110.92,3322.48,1920.97,352.0,39.03,55551.82,1211.56,36.47,0.9805,1.574,5.88,Medium,41.16
CRUSH WINES,90047,18346,Kistler Pinot Noir RRV,36.18,54.99,750.0,58,2098.44,3189.42,329.94,58.0,6.510000000000001,1457.73,1090.98,34.21,1.0,1.52,36.18,Small,0.0
PINE STATE TRADING CO,7153,22942,Clos de Marquis 09 St Julien,161.37,233.99,1500.0,13,2097.81,5615.76,2807.88,24.0,5.390000000000001,15884.82,3517.9500000000003,62.64,1.8462,2.677,161.37,Small,-1775.0700000000002
PERFECTA WINES,10754,24858,Ch Plaisance Cuvee Alix Roug,10.13,14.99,750.0,207,2096.91,4290.11,1250.15,289.0,32.34,28720.52,2193.2,51.12,1.3961,2.046,10.129999999999999,Medium,-830.6600000000001
ULTRA BEVERAGE COMPANY LLP,9165,18629,Viberti Langhe Nebbolio,13.79,19.99,750.0,152,2096.08,5043.509999999999,2210.91,249.0,27.78,68054.7,2947.4299999999994,58.44,1.6382,2.406,13.79,Medium,-1337.6299999999999
PERFECTA WINES,10754,36065,Ch Montrose 10,174.48,349.99,750.0,12,2093.7599999999998,5059.8,1264.95,20.0,2.25,28720.52,2966.0400000000004,58.62,1.6667,2.417,174.48,Small,-1395.84
VINILANDIA USA,90024,44785,Scagliola Barbera D'Asti Frm,12.9,19.99,750.0,162,2089.8,3158.4199999999996,1779.11,158.0,17.53,2802.64,1068.6199999999994,33.83,0.9753,1.511,12.9,Medium,51.6
JIM BEAM BRANDS COMPANY,12546,3236,Pinnacle Pecan Pie,6.78,12.99,750.0,308,2088.2400000000002,9123.39,4644.11,961.0,757.33,123880.97,7035.15,77.11,3.1201,4.369,6.780000000000001,Medium,-4427.34
ULTRA BEVERAGE COMPANY LLP,9165,20427,Fattoria Heba Marellino 11,11.4,16.99,750.0,183,2086.2000000000003,6201.349999999999,2344.62,365.0,40.74,68054.7,4115.15,66.36,1.9945,2.973,11.400000000000002,Medium,-2074.8
PERFECTA WINES,10754,21466,Ch La Mission Haut Brion P-L,298.01,449.99,750.0,7,2086.0699999999997,3149.9300000000003,899.98,7.0,0.79,28720.52,1063.8600000000006,33.77,1.0,1.51,298.00999999999993,Small,0.0
MARTIGNETTI COMPANIES,4425,11856,Albola Chianti,7.53,10.99,750.0,277,2085.81,3025.4900000000002,2056.29,251.0,27.76,144929.24,939.6800000000003,31.06,0.9061,1.451,7.529999999999999,Medium,195.78
FREDERICK WILDMAN & SONS,9744,26729,Hecht & Bannier Cotes du Rou,12.41,18.99,750.0,168,2084.8799999999997,3190.3199999999997,151.92,168.0,18.89,3999.93,1105.44,34.65,1.0,1.53,12.409999999999998,Medium,0.0
M S WALKER INC,9552,24883,Foz Arouce 11 Beira Atlantic,12.41,17.99,750.0,168,2084.8799999999997,2830.4599999999996,2228.79,154.0,17.01,55551.82,745.5799999999999,26.34,0.9167,1.358,12.409999999999998,Medium,173.74
JIM BEAM BRANDS COMPANY,12546,3402,Pinnacle Vanilla,10.31,12.99,750.0,202,2082.62,2974.71,1701.69,229.0,180.38,123880.97,892.0900000000001,29.99,1.1337,1.428,10.309999999999999,Medium,-278.37
VINEYARD BRANDS INC,1587,45331,Cono Sur Vision Cab Svgn,7.28,10.99,750.0,286,2082.08,2811.44,1794.38,256.0,28.37,6070.09,729.3600000000001,25.94,0.8951,1.35,7.279999999999999,Medium,218.4
E & J GALLO WINERY,3252,46164,Barefoot Merlot Cal,4.27,6.49,187.0,487,2079.4900000000002,2933.48,577.61,452.0,12.83,61966.91,853.9899999999998,29.11,0.9281,1.411,4.2700000000000005,Medium,149.45
MOET HENNESSY USA INC,8112,46802,Dom Chandon Rose Spklg,3.26,4.99,187.0,636,2073.3599999999997,3438.11,858.2800000000001,689.0,19.56,48347.26,1364.7500000000005,39.69,1.0833,1.658,3.2599999999999993,Medium,-172.78
CONSTELLATION BRANDS INC,1392,23665,Cooks Brut,5.19,7.99,187.0,399,2070.81,2593.54,1181.44,346.0,10.0,79528.99,522.73,20.16,0.8672,1.252,5.1899999999999995,Medium,275.07
E & J GALLO WINERY,3252,46371,Carlo Rossi RSV Cab Svgn Cal,11.25,16.99,5000.0,184,2070.0,2922.2799999999997,679.5999999999999,172.0,129.0,61966.91,852.2799999999997,29.16,0.9348,1.412,11.25,Medium,135.0
ULTRA BEVERAGE COMPANY LLP,9165,20375,Duval-Leroy Femme de Chmpgne,137.92,199.99,750.0,15,2068.7999999999997,4199.79,1599.92,21.0,2.35,68054.7,2130.9900000000002,50.74,1.4,2.03,137.92,Small,-827.52
JIM BEAM BRANDS COMPANY,12546,4415,Cruzan Banana Flavored Rum,8.72,10.99,750.0,237,2066.64,2384.83,1384.74,217.0,170.93,123880.97,318.19000000000005,13.34,0.9156,1.154,8.719999999999999,Medium,174.4
DELICATO VINEYARDS INC,2242,16248,Domino Pnt Grigio,5.51,7.99,1500.0,375,2066.25,2996.25,583.27,375.0,84.31,7982.65,930.0,31.04,1.0,1.45,5.51,Medium,0.0
CONSTELLATION BRANDS INC,1392,12593,Ravenswood Belloni Znfdl,18.61,29.99,750.0,111,2065.71,3997.5899999999997,2911.97,141.0,15.6,79528.99,1931.8799999999997,48.33,1.2703,1.935,18.61,Medium,-558.3
M S WALKER INC,9552,23157,Champlain Orchards Sprklng C,17.21,25.99,375.0,120,2065.2000000000003,2676.97,1871.28,103.0,5.9799999999999995,55551.82,611.7699999999995,22.85,0.8583,1.296,17.21,Medium,292.57
SOUTHERN WINE & SPIRITS NE,2000,24311,Ch Calon 12 Segur St-Estphe,60.68,87.99,750.0,34,2063.12,5015.429999999999,3343.62,57.0,6.3100000000000005,19016.59,2952.3099999999995,58.86,1.6765,2.431,60.68,Small,-1395.64
ULTRA BEVERAGE COMPANY LLP,9165,21027,Kinsella Est Cab Svgn 10,79.3,119.99,750.0,26,2061.8,4829.58,3104.73,42.0,4.66,68054.7,2767.7799999999997,57.31,1.6154,2.342,79.30000000000001,Small,-1268.8
MARTIGNETTI COMPANIES,4425,18098,Shafer Hillside Cab Svgn,157.89,239.99,750.0,13,2052.5699999999997,7594.6900000000005,4654.81,31.0,3.45,144929.24,5542.120000000001,72.97,2.3846,3.7,157.89,Small,-2842.0199999999995
MARTIGNETTI COMPANIES,4425,24759,Sokol Blosser Evolution Sprk,11.03,21.99,750.0,186,2051.58,4551.969999999999,2586.25,343.0,38.12,144929.24,2500.3899999999994,54.93,1.8441,2.219,11.03,Medium,-1731.7099999999998
STATE WINE & SPIRITS,653,9115,Caffo Limoncino Dell'l Sola,10.35,16.99,750.0,198,2049.3,11186.84,6554.53,766.0,603.63,8014.9800000000005,9137.54,81.68,3.8687,5.459,10.350000000000001,Medium,-5878.8
CONSTELLATION BRANDS INC,1392,8272,Paul Masson Rose Carafe,2.92,4.49,1000.0,701,2046.9199999999998,3350.23,438.18,627.0,94.05,79528.99,1303.3100000000002,38.9,0.8944,1.637,2.92,Medium,216.07999999999998
DJINN SPIRITS LLC,2450,8976,Beat 3 White Kosher Whiskey,19.99,29.99,750.0,102,2038.98,2426.17,1880.36,83.0,65.52,251.28,387.19000000000005,15.96,0.8137,1.19,19.99,Medium,379.80999999999995
MARTIGNETTI COMPANIES,4425,17932,Camp Meeting Ridge Chard,56.57,85.99,750.0,36,2036.52,2321.73,1375.84,27.0,2.99,144929.24,285.21000000000004,12.28,0.75,1.14,56.57,Small,509.13
PREMIER DISTRIBUTORS,7154,23510,Plantaze Vranac Montenegro,7.14,10.99,750.0,285,2034.9,2483.7400000000002,1395.73,226.0,25.13,432.37,448.84000000000015,18.07,0.793,1.221,7.140000000000001,Medium,421.26
PERFECTA WINES,10754,10708,Howling Moon Pnt Nr N Cst,9.08,13.99,750.0,224,2033.9199999999998,2798.0,531.62,200.0,22.43,28720.52,764.0800000000002,27.31,0.8929,1.376,9.08,Medium,217.92000000000002
PHILLIPS PRODUCTS CO.,9206,3597,UV Sangria Vodka,6.51,8.99,750.0,312,2031.1200000000001,6796.65,3924.21,835.0,657.95,2211.83,4765.53,70.12,2.6763,3.346,6.510000000000001,Medium,-3404.73
MARTIGNETTI COMPANIES,4425,23350,Lapierre Raisins 14 Gaulois,9.58,13.99,750.0,212,2030.96,2056.53,1035.26,147.0,16.34,144929.24,25.570000000000164,1.24,0.6934,1.013,9.58,Medium,622.7
MARTIGNETTI COMPANIES,4425,2328,Michter's 20 YO Bourbon,406.01,539.99,750.0,5,2030.05,2699.95,2159.96,5.0,3.9400000000000004,144929.24,669.8999999999999,24.81,1.0,1.33,406.01,Small,0.0
PERNOD RICARD USA,17035,899,Absolut Mandrin,14.5,19.99,1000.0,140,2030.0,2990.5099999999998,2354.8199999999997,149.0,156.45000000000002,123780.22,960.5099999999998,32.12,1.0643,1.473,14.5,Medium,-130.5
MHW LTD,6213,1364,Bols Pumpkin Spice,7.46,9.99,750.0,272,2029.12,6183.81,2087.91,619.0,487.5,9621.58,4154.6900000000005,67.19,2.2757,3.048,7.46,Medium,-2588.62
SWEETWATER FARM,172662,2191,Clark & Chesterfield Whiskey,14.7,19.99,375.0,138,2028.6000000000001,2498.75,1819.09,125.0,49.0,178.34,470.14999999999986,18.82,0.9058,1.232,14.700000000000001,Medium,191.1
PINE STATE TRADING CO,7153,2797,Wicked 87 Whiskey,0.75,0.99,50.0,2702,2026.5,4469.85,1637.46,4515.0,234.25,15884.82,2443.3500000000004,54.66,1.671,2.206,0.75,Large,-1359.75
BANFI PRODUCTS CORP,516,19000,L'Ardi Dolcetto D'Acqui,6.66,12.99,750.0,304,2024.64,3777.67,2877.48,333.0,36.8,8510.41,1753.03,46.41,1.0954,1.866,6.66,Medium,-193.14000000000001
SAZERAC NORTH AMERICA INC.,660,8579,Chi Chi's Orange Cream RTD,6.01,10.99,1750.0,336,2019.3600000000001,5914.78,3847.33,722.0,1327.15,17932.33,3895.4199999999996,65.86,2.1488,2.929,6.010000000000001,Medium,-2319.86
PERNOD RICARD USA,17035,994,Absolut Apeach,14.81,21.99,1000.0,136,2014.1599999999999,2796.68,1835.1299999999999,132.0,138.6,123780.22,782.52,27.98,0.9706,1.389,14.809999999999999,Medium,59.24
PERFECTA WINES,10754,25868,Comm Bargemone d'Aix Blanc,13.79,19.99,750.0,146,2013.34,2578.71,1399.3,129.0,14.34,28720.52,565.3700000000001,21.92,0.8836,1.281,13.79,Medium,234.42999999999998
MARTIGNETTI COMPANIES,4425,20693,Daou Cab Svgn,13.24,32.99,750.0,152,2012.48,19290.35,4437.78,965.0,108.18,144929.24,17277.87,89.57,6.3487,9.585,13.24,Medium,-10764.12
THE PIERPONT GROUP LLC,90037,3770,Miodula Honey Vodka,14.17,22.99,750.0,142,2012.1399999999999,7325.17,4373.719999999999,383.0,301.92,27.98,5313.030000000001,72.53,2.6972,3.64,14.17,Medium,-3414.97
M S WALKER INC,9552,24451,Llopart Rose Cava Brut Rsva,15.12,24.99,750.0,133,2010.96,4800.04,1535.36,196.0,21.88,55551.82,2789.08,58.11,1.4737,2.387,15.120000000000001,Medium,-952.56
MARTIGNETTI COMPANIES,4425,23840,Roth Est Red Heritage Sonoma,11.68,17.99,750.0,172,2008.96,12017.32,5379.009999999999,668.0,74.46000000000001,144929.24,10008.36,83.28,3.8837,5.982,11.68,Medium,-5793.28
CONSTELLATION BRANDS INC,1392,5223,Paul Masson Red Berry Brandy,6.15,10.99,750.0,326,2004.9,5469.25,2709.6800000000003,675.0,531.92,79528.99,3464.35,63.34,2.0706,2.728,6.15,Medium,-2146.35
SAZERAC CO INC,8004,5487,Fire Water Hot Cinnamon,10.36,13.99,750.0,193,1999.4799999999998,2784.0099999999998,769.45,199.0,156.75,50293.62,784.53,28.18,1.0311,1.392,10.36,Medium,-62.16
PERFECTA WINES,10754,6525,Du Peyrat Organic Cognac,29.4,39.99,750.0,68,1999.2,7078.2300000000005,5078.7300000000005,177.0,139.62,28720.52,5079.030000000001,71.76,2.6029,3.541,29.400000000000002,Small,-3204.6
E & J GALLO WINERY,3252,15259,Laguna Chard,9.33,13.99,750.0,214,1996.62,2672.09,503.64,191.0,21.560000000000002,61966.91,675.4700000000003,25.28,0.8925,1.338,9.33,Medium,214.59
M S WALKER INC,9552,920,Sobieski Vodka,7.57,9.99,1000.0,263,1990.91,2617.38,529.47,262.0,275.1,55551.82,626.47,23.94,0.9962,1.315,7.57,Medium,7.57
M S WALKER INC,9552,15643,Poseidons Vyd Molnar Pnt Nr,13.69,21.49,750.0,145,1985.05,2778.61,239.88,139.0,15.63,55551.82,793.5600000000002,28.56,0.9586,1.4,13.69,Medium,82.14
MOET HENNESSY USA INC,8112,10162,Veuve Clicquot Brut Yellow,165.4,241.49,3000.0,12,1984.8,2414.9,1931.92,10.0,4.5,48347.26,430.10000000000014,17.81,0.8333,1.217,165.4,Small,330.8
SHAW ROSS INT L IMP LTD,8320,37156,Gekkeikan Sake Kobai Plm Cal,4.1,5.99,750.0,484,1984.4,3222.62,1892.8400000000001,538.0,59.74,3151.92,1238.2199999999998,38.42,1.1116,1.624,4.1000000000000005,Medium,-221.39999999999998
PERFECTA WINES,10754,43143,Valle de la Puerta Torrontes,6.03,8.99,750.0,329,1983.87,3452.16,1537.29,384.0,42.75,28720.52,1468.29,42.53,1.1672,1.74,6.029999999999999,Medium,-331.65000000000003
BANFI PRODUCTS CORP,516,18299,Sartori Family Pnt Nr,5.51,7.99,750.0,360,1983.6000000000001,2876.3999999999996,127.84,360.0,40.5,8510.41,892.7999999999995,31.04,1.0,1.45,5.510000000000001,Medium,0.0
R.P.IMPORTS INC,7749,19618,Ch Lafon-Rochet St Estphe 10,53.54,82.99,750.0,37,1980.98,4730.43,1576.81,57.0,6.3500000000000005,91.5,2749.4500000000003,58.12,1.5405,2.388,53.54,Small,-1070.8
E & J GALLO WINERY,3252,46163,Barefoot Chard Cal,4.48,6.49,187.0,442,1980.1599999999999,3115.2,752.84,480.0,13.620000000000001,61966.91,1135.04,36.44,1.086,1.573,4.4799999999999995,Medium,-170.24
MARTIGNETTI COMPANIES,4425,46119,Phillips Lust Znfdl Lodi,36.66,56.99,750.0,54,1979.64,9526.32,6301.89,168.0,18.64,144929.24,7546.679999999999,79.22,3.1111,4.812,36.660000000000004,Small,-4179.24
JIM BEAM BRANDS COMPANY,12546,4322,Cruzan Raspberry Flavord Rum,8.2,10.99,750.0,241,1976.2,2615.62,1230.88,238.0,187.52,123880.97,639.4199999999998,24.45,0.9876,1.324,8.200000000000001,Medium,24.599999999999998
M S WALKER INC,9552,27169,Mas Doix 12 Salanques Priora,23.48,34.99,750.0,84,1972.32,2099.4,1434.5900000000001,60.0,6.63,55551.82,127.08000000000015,6.05,0.7143,1.064,23.48,Small,563.52
PERFECTA WINES,10754,25253,Ch du Levant Sauternes,10.52,15.99,375.0,187,1967.24,2958.15,2078.7,185.0,10.75,28720.52,990.9100000000001,33.5,0.9893,1.504,10.52,Medium,21.04
MARTIGNETTI COMPANIES,4425,26335,Beran Znfdl Sonoma Cty,19.86,29.99,750.0,99,1966.1399999999999,2519.16,1559.48,84.0,9.32,144929.24,553.02,21.95,0.8485,1.281,19.86,Medium,297.9
MARTIGNETTI COMPANIES,4425,31075,J Lohr Hilltop Cab Svgn,17.87,29.99,750.0,110,1965.7,4345.5,2867.02,150.0,16.59,144929.24,2379.8,54.76,1.3636,2.211,17.87,Medium,-714.8000000000001
WINE GROUP INC,9815,38945,Franzia Sangria Fruity Red,9.73,14.99,5000.0,202,1965.46,2729.17,1493.0,183.0,137.25,27100.41,763.71,27.98,0.9059,1.389,9.73,Medium,184.87
MARTIGNETTI COMPANIES,4425,14683,State Ranch 07 Cab Svgn Youn,65.3,95.99,750.0,30,1959.0,2834.73,1994.81,27.0,3.0,144929.24,875.73,30.89,0.9,1.447,65.3,Small,195.89999999999998
PINE STATE TRADING CO,7153,20730,Villa Jolanda Pineap Moscato,6.12,8.99,750.0,320,1958.3999999999999,2450.77,1219.89,223.0,24.82,15884.82,492.3700000000001,20.09,0.6969,1.251,6.119999999999999,Medium,593.64
PERNOD RICARD USA,17035,41918,Jacobs Crk Rsl,4.82,7.99,750.0,406,1956.92,2777.3,1606.4,405.0,45.0,123780.22,820.3800000000001,29.54,0.9975,1.419,4.82,Medium,4.82
MARTIGNETTI COMPANIES,4425,12165,Clayhouse Petite Sirah,15.03,24.99,750.0,130,1953.9,5510.75,3333.6299999999997,225.0,24.94,144929.24,3556.85,64.54,1.7308,2.82,15.030000000000001,Medium,-1427.85
M S WALKER INC,9552,12662,Castillo Monastrell Red,9.08,13.99,750.0,215,1952.1999999999998,2448.25,1552.89,175.0,19.38,55551.82,496.0500000000002,20.26,0.814,1.254,9.079999999999998,Medium,363.2
WINE GROUP INC,9815,20554,Franzia Moscato,11.68,17.99,5000.0,167,1950.56,2700.48,1085.3899999999999,152.0,114.0,27100.41,749.9200000000001,27.77,0.9102,1.384,11.68,Medium,175.2
MARTIGNETTI COMPANIES,4425,25718,Penfolds 08 Grange,487.01,749.99,750.0,4,1948.04,3749.95,1499.98,5.0,0.56,144929.24,1801.9099999999999,48.05,1.25,1.925,487.01,Small,-487.01
ULTRA BEVERAGE COMPANY LLP,9165,22924,Patricius Sarga Muskotaly,12.16,17.99,750.0,160,1945.6,2317.22,1556.23,278.0,30.85,68054.7,371.6199999999999,16.04,1.7375,1.191,12.16,Medium,-1434.88
ULTRA BEVERAGE COMPANY LLP,9165,41415,Crios Cab Svgn,8.6,12.99,750.0,226,1943.6000000000001,3314.38,1976.44,262.0,29.04,68054.7,1370.78,41.36,1.1593,1.705,8.600000000000001,Medium,-309.59999999999997
MARTIGNETTI COMPANIES,4425,24998,Royal Tokaji Mad Cuvee,11.1,18.99,375.0,175,1942.4999999999998,3249.2099999999996,2341.7099999999996,179.0,10.38,144929.24,1306.7099999999998,40.22,1.0229,1.673,11.099999999999998,Medium,-44.4
E & J GALLO WINERY,3252,21230,The Naked Grape Box Moscato,11.84,17.99,3000.0,164,1941.7600000000002,1956.78,1173.27,122.0,54.9,61966.91,15.019999999999754,0.77,0.7439,1.008,11.840000000000002,Medium,497.28
CONSTELLATION BRANDS INC,1392,27807,Night Harvest Chard,3.37,4.99,750.0,576,1941.12,3853.66,1728.13,634.0,70.65,79528.99,1912.54,49.63,1.1007,1.985,3.3699999999999997,Medium,-195.46
ULTRA BEVERAGE COMPANY LLP,9165,15971,Revana Cab Svgn Napa Vly,71.89,109.99,750.0,27,1941.03,9679.12,5829.469999999999,88.0,9.77,68054.7,7738.090000000001,79.95,3.2593,4.987,71.89,Small,-4385.29
PERFECTA WINES,10754,25162,D.des Senechaux CdP,32.89,49.99,750.0,59,1940.51,7748.45,5048.99,155.0,17.16,28720.52,5807.94,74.96,2.6271,3.993,32.89,Small,-3157.44
MARTIGNETTI COMPANIES,4425,24182,Conterno Barolo Sori Gnestra,62.49,94.99,750.0,31,1937.19,3097.66,1085.8799999999999,34.0,3.81,144929.24,1160.4699999999998,37.46,1.0968,1.599,62.49,Small,-187.47
M S WALKER INC,9552,22052,Lokoya Howell Mtn Cab Svgn,215.23,324.99,750.0,9,1937.07,1949.94,974.97,6.0,0.66,55551.82,12.870000000000118,0.66,0.6667,1.007,215.23,Small,645.6899999999999
Serralles Usa LLC,98450,7890,Barrow's Intense Ginger,22.21,29.99,750.0,87,1932.27,3118.96,1319.56,104.0,81.91,856.02,1186.69,38.05,1.1954,1.614,22.21,Medium,-377.57
SOUTHERN WINE & SPIRITS NE,2000,42018,Falesco Vitiano Umbria Bian,7.94,11.99,750.0,243,1929.42,2769.8,1366.9,220.0,24.44,19016.59,840.3800000000001,30.34,0.9053,1.436,7.94,Medium,182.62
SIDNEY FRANK IMPORTING CO,3089,9066,American Harvest Organic,24.42,31.99,1750.0,79,1929.18,16794.75,8285.41,525.0,964.77,8549.55,14865.57,88.51,6.6456,8.706,24.42,Small,-10891.320000000002
MARTIGNETTI COMPANIES,4425,26913,Boen Pnt Nr RRV,19.47,29.99,750.0,99,1927.53,1949.35,989.67,65.0,7.24,144929.24,21.819999999999936,1.12,0.6566,1.011,19.47,Medium,661.98
ULTRA BEVERAGE COMPANY LLP,9165,10624,Querceto Il Querciolaia Tosc,37.74,56.99,750.0,51,1924.74,4538.22,2366.59,78.0,8.68,68054.7,2613.4800000000005,57.59,1.5294,2.358,37.74,Small,-1018.98
MARTIGNETTI COMPANIES,4425,18597,Seghesio Rockpile Znfdl,24.67,37.99,750.0,78,1924.2600000000002,2963.2200000000003,2279.4,78.0,8.620000000000001,144929.24,1038.96,35.06,1.0,1.54,24.67,Small,0.0
M S WALKER INC,9552,41394,Four Vines Biker Znfdl,15.75,24.99,750.0,122,1921.5,4467.13,3004.74,187.0,20.72,55551.82,2545.63,56.99,1.5328,2.325,15.75,Medium,-1023.75
PERFECTA WINES,10754,23149,Ch Fougere La Noble Rouge,7.09,12.99,750.0,271,1921.3899999999999,4550.42,2017.41,358.0,39.910000000000004,28720.52,2629.03,57.78,1.321,2.368,7.09,Medium,-616.83
SAZERAC NORTH AMERICA INC.,660,2011,1792 Single Barrel Bourbon,31.49,39.99,750.0,61,1920.8899999999999,2445.3900000000003,2084.48,61.0,48.11,17932.33,524.5000000000005,21.45,1.0,1.273,31.49,Small,0.0
ULTRA BEVERAGE COMPANY LLP,9165,16647,Cesari Lugana Cento Filari,8.49,12.99,750.0,226,1918.74,10768.71,2740.89,829.0,92.84,68054.7,8849.97,82.18,3.6681,5.612,8.49,Medium,-5119.47
E & J GALLO WINERY,3252,8909,Carlo Rossi Chablis Calif,4.51,6.99,1500.0,425,1916.75,2816.97,566.19,403.0,90.58,61966.91,900.2199999999998,31.96,0.9482,1.47,4.51,Medium,99.22
PERFECTA WINES,10754,45234,Calera Selleck Vyd Pnt Nr,59.86,90.99,750.0,32,1915.5200000000002,2687.72,2015.79,28.0,3.1,28720.52,772.1999999999996,28.73,0.875,1.403,59.86000000000001,Small,239.44
BROWN-FORMAN CORP,1128,13144,Korbel Brut Rose,8.55,12.99,750.0,224,1915.2,2596.05,1003.26,195.0,21.76,68601.68,680.8500000000001,26.23,0.8705,1.355,8.55,Medium,247.95000000000002
PERFECTA WINES,10754,21470,Ch Angelus Saint Emilion,191.5,292.99,750.0,10,1915.0,2929.9,878.97,10.0,1.1300000000000001,28720.52,1014.9000000000001,34.64,1.0,1.53,191.5,Small,0.0
JIM BEAM BRANDS COMPANY,12546,226,DeKuyper Red Apple Schnapps,8.08,10.99,750.0,237,1914.9599999999998,2384.83,1483.65,217.0,171.03,123880.97,469.8700000000001,19.7,0.9156,1.245,8.08,Medium,161.6
ULTRA BEVERAGE COMPANY LLP,9165,11340,Herzog Kosher Chard,9.2,13.99,750.0,208,1913.6000000000001,3983.06,1963.55,294.0,32.75,68054.7,2069.46,51.96,1.4135,2.081,9.200000000000001,Medium,-791.1999999999999
SOUTHERN WINE & SPIRITS NE,2000,23281,Ch Lafitite Rothschild Pa 11,637.58,949.99,750.0,3,1912.74,8549.91,1899.98,9.0,1.02,19016.59,6637.17,77.63,3.0,4.47,637.58,Small,-3825.4800000000005
ULTRA BEVERAGE COMPANY LLP,9165,37008,Due Torri Pinot Grigio Dell,14.47,21.99,1500.0,132,1910.04,2902.68,483.78,132.0,29.700000000000003,68054.7,992.6399999999999,34.2,1.0,1.52,14.469999999999999,Medium,0.0
MHW LTD,6213,840,Bols Peach Flavored Brandy,8.79,10.99,1000.0,217,1907.43,2329.88,1868.3,212.0,222.60000000000002,9621.58,422.45000000000005,18.13,0.977,1.221,8.790000000000001,Medium,43.949999999999996
PERFECTA WINES,10754,20177,Robert Sinskey Abraxas,23.83,38.99,750.0,80,1906.3999999999999,3656.05,1541.6000000000001,95.0,10.620000000000001,28720.52,1749.6500000000003,47.86,1.1875,1.918,23.83,Small,-357.45
PERFECTA WINES,10754,10650,Gaia Notios Nemea Wh,10.59,15.99,750.0,180,1906.2,2958.15,431.73,185.0,20.790000000000003,28720.52,1051.95,35.56,1.0278,1.552,10.59,Medium,-52.95
STE MICHELLE WINE ESTATES,8673,26075,Intrinsic Cab Svgn,13.42,19.99,750.0,142,1905.6399999999999,2838.58,419.78999999999996,142.0,15.93,15919.7,932.94,32.87,1.0,1.49,13.42,Medium,0.0
MARTIGNETTI COMPANIES,4425,28943,Round Hill Common Man Chard,10.95,15.99,1500.0,174,1905.3,2430.48,415.74,152.0,34.14,144929.24,525.1800000000001,21.61,0.8736,1.276,10.95,Medium,240.89999999999998
M S WALKER INC,9552,16466,Gerard Bertrand Gr Terrier R,11.33,16.99,750.0,168,1903.44,2055.79,1546.09,121.0,13.35,55551.82,152.3499999999999,7.41,0.7202,1.08,11.33,Medium,532.51
M S WALKER INC,9552,26836,Lagler Rsl Smaragd Elmerberg,14.28,21.99,750.0,133,1899.2400000000002,2133.0299999999997,1649.2499999999998,97.0,10.7,55551.82,233.7899999999995,10.96,0.7293,1.123,14.280000000000001,Medium,514.0799999999999
SOUTHERN WINE & SPIRITS NE,2000,24329,Ch Cos d'Estournel St-Est 12,135.61,197.99,750.0,14,1898.54,2969.8500000000004,1187.94,15.0,1.6900000000000002,19016.59,1071.3100000000004,36.07,1.0714,1.564,135.60999999999999,Small,-135.61
WINE GROUP INC,9815,18414,M D 20/20 Habanero Lime Arit,2.68,3.99,750.0,708,1897.4399999999998,2433.9,243.39000000000001,610.0,68.57000000000001,27100.41,536.4600000000003,22.04,0.8616,1.283,2.6799999999999997,Medium,262.64000000000004
ULTRA BEVERAGE COMPANY LLP,9165,18271,Masi Campolongo di Torbe Ama,82.46,126.99,750.0,23,1896.58,2793.78,1523.8799999999999,22.0,2.45,68054.7,897.2000000000003,32.11,0.9565,1.473,82.46,Small,82.46
